nama,sektor,website,kontak,facebook,instagram,twitter,linkedin,youtube
Perdana Bangun Pusaka Tbk,Perindustrian,https://www.perdanabangunpusaka.co.id,021 - 422 1888,https://web.facebook.com/perdana.bangun.pusaka,https://www.instagram.com/perdana_tsb/,-,-,-
PT Mitra Energi Persada Tbk,Energi,http://new.mitraenergipersada.com/,(021) 794 5838,-,-,-,-,-
PT DMS Propertindo Tbk.,Barang Konsumen Non-Primer,www.dmspropertindo.com,021-7940671,-,-,-,-,-
-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-
MNC Land Tbk,Barang Konsumen Non-Primer,http://www.mncland.com,3929828,https://www.facebook.com/ptmnclandtbk,https://www.instagram.com/mncland/p/DLhkhTNJvRp/?img_index=1,https://twitter.com/mncland?lang=en,https://www.linkedin.com/company/mncland,https://www.youtube.com/channel/UCxuzdF3dnjhZoHSUFJyCGrQ
-,-,-,-,-,-,-,-,-
Krakatau Steel (Persero) Tbk,Barang Baku,www.krakatausteel.com,(021) 5221255,https://www.facebook.com/krakatausteelofficial,https://www.instagram.com/krakatau.steel/,https://twitter.com/_krakatausteel,-,https://www.youtube.com/watch?v=pQpBP32aEt4
PT Quantum Clovera Investama Tbk.,Teknologi,www.quantumclovera.com,+62 21 515 2889,-,-,-,-,-
PT Bangun Karya Perkasa Jaya Tbk,Infrastruktur,www.ptbkpjaya.com,(031)7344509,-,-,-,-,-
PT Ace Oldfields Tbk,Perindustrian,www.aceoldfields.com,(021) 824 98246 / 823 22021,https://www.google.com/url?q=https%3A%2F%2Fwww.facebook.com%2Fprofile.php%3Fid%3D100076237387779&sa=D&sntz=1&usg=AOvVaw3bLhOq9d16la81Zp16-_WO,https://www.google.com/url?q=https%3A%2F%2Fwww.instagram.com%2Faceoldfields%2F&sa=D&sntz=1&usg=AOvVaw0PRkzoMiX_SgoG3JoYv3b9,https://www.google.com/url?q=https%3A%2F%2Ftwitter.com%2Faceoldfields&sa=D&sntz=1&usg=AOvVaw1FfZK4eyLhnJRGBKgJ3i_z,https://www.google.com/url?q=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Faceoldfields&sa=D&sntz=1&usg=AOvVaw3ogAaq8nYtgyHf0CXui3xe,-
PT Green Power Group Tbk,Perindustrian,www.greenpowergroup.id,02189533205,https://facebook.com/gpg.idn,https://www.instagram.com/greenpowergrouptbk/,https://x.com/greenpowertbk,https://www.linkedin.com/company/greenpowergrouptbk,-
PT UBC Medical Indonesia Tbk,Kesehatan,www.ubcindonesia.com,021-38865110,-,http://www.instagram.com/ubcmedical,-,http://www.linkedin.com/company/ptubcmedicalindonesia,-
PT Jasa Berdikari Logistics Tbk,Transportasi & Logistik,www.jasaberdikari.co.id,0216912287,https://www.facebook.com/jasaberdikari.id/,https://www.instagram.com/jasaberdikari.id,-,-,-
PT Trimitra Propertindo Tbk.,Properti & Real Estat,www.trimitraland.com,021 - 5389788,-,-,-,-,-
Leyand International Tbk,Barang Konsumen Primer,-,+62 (21) 72781895,-,-,-,-,-
PT Eureka Prima Jakarta Tbk.,Properti & Real Estat,www.eurekaland.com,021 - 22094000,-,-,-,-,-
PT LCK Global Kedaton Tbk,Infrastruktur,www.lckglobal.co.id,(021) 21475967,-,-,-,-,-
PT Logindo Samudramakmur Tbk.,Energi,www.logindo.com,021-6471 3088,-,-,-,-,-
PT Imago Mulia Persada Tbk,Barang Konsumen Non-Primer,www.imago-int.com,021 7210240,-,https://www.instagram.com/lafloexperience,-,https://www.linkedin.com/company/lflo-idx,-
PT MSIG Life Insurance Indonesia Tbk.,Keuangan,www.msiglife.co.id,021-50597777,-,-,-,-,-
PT Link Net Tbk.,Infrastruktur,www.linknet.co.id,021-55777755,-,https://www.instagram.com/lifeatlinknet/,-,https://www.linkedin.com/company/ptlinknettbk/,https://www.youtube.com/channel/UCdFgDPKPBTi_qOiGHo-A6FQ
Lion Metal Works Tbk,Perindustrian,www.lionmetal.co.id,"(021) 4600779, 4600784",-,-,-,-,-
PT Homeco Victoria Makmur Tbk,Barang Konsumen Non-Primer,https://www.homeco.co.id/,(021) 53661718,https://www.facebook.com/homeco.living,https://www.instagram.com/homeco.living/?hl=en,-,-,https://www.youtube.com/@homecoliving991
Limas Indonesia Makmur Tbk,Teknologi,www.limas.com,021-5155168,-,-,-,-,-
PT Lupromax Pelumas Indonesia Tbk.,Barang Konsumen Non-Primer,https://lupromax.co.id/,02155680515,https://www.facebook.com/LupromaxID,https://www.instagram.com/Lupromax_id/,-,https://www.linkedin.com/company/lupromax-pelumas-indonesia/,https://www.youtube.com/user/lupromaxhq
Langgeng Makmur Industri Tbk,Barang Konsumen Non-Primer,http://www.langgengmakmur.com,(031) 8533688,-,-,-,-,-
Lionmesh Prima Tbk,Barang Baku,www.lionmesh.com,(021) 4600784,-,-,-,-,-
PT Logisticsplus International Tbk,Transportasi & Logistik,www.logisticsplus.co.id,(021) 78833279,https://www.facebook.com,-,-,-,-
Lippo Cikarang Tbk,Properti & Real Estat,www.lippo-cikarang.com,897-2488,https://www.facebook.com/LippoCikarangOfficial/,https://www.instagram.com/lippocikarangcosmopolis/,https://twitter.com/lippockrg,https://id.linkedin.com/company/pt-lippo-cikarang-tbk,-
Lippo General Insurance Tbk,Keuangan,www.lgi.co.id,525-6161,https://www.facebook.com/LGI.Indonesia,https://www.instagram.com/lgiinfo/,https://twitter.com/LGI_id,-,https://www.youtube.com/watch?v=7jBTa1ty-pM&list=PLQC6JxiSZBUgM1NkjkFCj01lD9x-aKHHh&ab_channel=LippoInsurance
Multi Prima Sejahtera Tbk,Barang Konsumen Non-Primer,http://multiprimasejahtera.net,"(021) 5589 767, 5589 823",-,-,-,-,-
Lippo Karawaci Tbk,Properti & Real Estat,www.lippokarawaci.co.id,2566 9000,-,-,-,-,-
Star Pacific Tbk,Properti & Real Estat,www.star-pacific.co.id,(6221) 5577 7111,-,-,-,-,-
Matahari Department Store Tbk,Barang Konsumen Non-Primer,www.matahari.com,+62 21 547 5228,https://www.facebook.com/MatahariDepartmentStore/,https://www.instagram.com/matahari/,https://x.com/gayamatahari?s=11&t=yWf-ZanxxbW86nncWBy25w,-,https://www.youtube.com/channel/UCcu2P8G1dM1h4HLL4jhcfOA
PT Lenox Pasifik Investama Tbk,Keuangan,www.lenox-pasifik.co.id,021-5589810,-,-,-,-,-
PT Eka Sari Lorena Transport Tbk.,Transportasi & Logistik,www.lorena-transport.com,021 6341166,http://facebook.com/lorenatransportofficial,http://instagram.com/lorenatransport/,http://twitter.com/lorenatransport,-,-
PP London Sumatra Indonesia Tbk,Barang Konsumen Primer,www.londonsumatra.com,021-80657388,-,-,-,-,-
PT Lautan Luas Tbk,Barang Baku,www.lautan-luas.com,(021) 80660777,https://www.facebook.com/PTLautanLuasTbk,https://www.instagram.com/ptlautanluastbk/,-,https://www.linkedin.com/company/pt-lautan-luas-tbk/,-
PT Sentral Mitra Informatika Tbk.,Teknologi,www.sentral.co.id,+622172800110,https://facebook.com/sentralmitrainformatika/,https://www.instagram.com/sentralmitrainformatika/,-,https://www.linkedin.com/company/sentral-mitra-informatika/about/,-
PT Lima Dua Lima Tiga Tbk,Barang Konsumen Non-Primer,www.lucyintheskyjakarta.com,021–5152308,-,-,-,-,-
PT Marga Abhinaya Abadi Tbk,Barang Konsumen Non-Primer,www.mabaindonesia.com,+62 21 2279 0880,-,-,-,-,-
Multi Agro Gemilang Plantation Tbk,Barang Konsumen Primer,www.mag-plantation.co.id,021-3106145  / 021-31930662,-,-,-,-,-
PT Mandiri Herindo Adiperkasa Tbk,Energi,www.mha.co.id,(021) 7212-0273,-,-,-,-,-
Malindo Feedmill Tbk,Barang Konsumen Primer,-,722-83-83,-,-,-,-,-
-,-,-,-,-,-,-,-,-
PT Manggung Polahraya Tbk,Infrastruktur,www.manggungpolahraya.co.id,(021) 765 1344,-,-,-,-,-
PT Map Aktif Adiperkasa Tbk,Barang Konsumen Non-Primer,www.mapactive.id,021 - 8064 8488,-,https://www.instagram.com/careeratmapactive?igsh=YWRxMHNxdGIzeWwz,-,-,-
PT Map Boga Adiperkasa Tbk,Barang Konsumen Non-Primer,www.mbai.co.id,+62-21 8064 8498,-,-,-,-,-
PT Mitra Adiperkasa Tbk,Barang Konsumen Non-Primer,www.map.co.id,+62-21 8064 8498,https://www.facebook.com/MAPCLUB,https://www.instagram.com/mapclub/,https://twitter.com/mapclub_com,-,https://www.youtube.com/channel/UC6uQBE7EjEhyEWOB2pB1Tlw
PT Mahaka Radio Integra Tbk.,Barang Konsumen Non-Primer,"www.mari.co.id
www.mahakaradiointegra.com",(021) 8370 7171,-,-,-,-,-
PT Mark Dynamics Indonesia Tbk.,Perindustrian,www.dynamicsgroup.co.id,(6261) 794 0715,-,-,-,-,-
Multistrada Arah Sarana Tbk,Barang Konsumen Non-Primer,www.multistrada.co.id,(+62 21) 891-40-333,-,-,-,-,-
PT Bank Multiarta Sentosa Tbk,Keuangan,www.bankmas.co.id,(021) 57906006,https://www.facebook.com/bankmas.id/,https://www.instagram.com/bankmas_id,https://twitter.com/bankmas_id,https://id.linkedin.com/company/bank-mas,https://www.youtube.com/channel/UCRSX6IroIBJZC8Z6mGNfJrw
PT Maxindo Karya Anugerah Tbk,Barang Konsumen Primer,www.maxisnacks.com,021 8790 0305,-,https://www.instagram.com/maxisnacks_official/,-,https://id.linkedin.com/company/maxindokaryaanugerah,-
PT Bank Mayapada Internasional Tbk,Keuangan,www.bankmayapada.com,021-5212288,https://www.facebook.com/bankmayapadaofficial,https://www.instagram.com/bankmayapadaofficial,https://x.com/bankmayapadaofc,-,https://youtube.com/@bankmayapadaofficial?si=91yoZz0sr6hiESWH
PT Mitrabara Adiperdana Tbk,Energi,0,+6221 63864061,-,-,-,-,-
PT Merdeka Battery Materials Tbk,Barang Baku,www.merdekabattery.com,(021) 39525581,-,https://www.instagram.com/merdekabatterymaterials,-,https://www.linkedin.com/company/merdekabatterymaterials/,-
Mitrabahtera Segara Sejati Tbk,Energi,www.mbss.co.id,(021) 57944766,-,-,-,-,-
Martina Berto Tbk,Barang Konsumen Primer,www.martinaberto.co.id,021-460-3717,-,-,-,-,-
PT M Cash Integrasi Tbk,Teknologi,https://www.mcash.id/,(021) 80623767,-,-,-,-,-
PT Prima Andalan Mandiri Tbk,Energi,www.mandiricoal.co.id,(021) 29333189,-,-,-,-,-
PT Bank China Construction Bank Indonesia Tbk,Keuangan,idn.ccb.com,021-50821000,-,-,-,-,-
PT Intermedia Capital Tbk.,Barang Konsumen Non-Primer,www.imc.co.id,(+6221) 29912182,-,-,-,-,-
PT Merdeka Copper Gold Tbk.,Barang Baku,www.merdekacoppergold.com,021 3952 5580,-,https://instagram.com/merdekacoppergold,-,https://www.linkedin.com/company/pt-merdeka-copper-gold-tbk/,-
PT Emdeki Utama Tbk,Barang Baku,www.emdeki.co.id,(+62-31) 7507001 / 7508155,-,-,-,-,-
PT Modernland Realty Tbk.,Properti & Real Estat,www.modernland.co.id,021 - 29365888,-,-,-,-,-
Modern Internasional Tbk,Perindustrian,www.moderninternasional.co.id,021-27933378,-,-,-,-,https://www.youtube.com/watch?v=fz5LRGSaTxQ
PT Medco Energi Internasional Tbk,Energi,www.medcoenergi.com,(021) 2995-3000,-,-,-,-,-
PT Hetzer Medical Indonesia Tbk,Kesehatan,https://www.evoplusmed.com/,"+62 22 6679409, +62 22 6679383",https://www.facebook.com/evoplusmed,https://www.instagram.com/evoplusmed_official/,-,-,https://www.youtube.com/@evoplusmed2811
Bank Mega Tbk,Keuangan,www.bankmega.com,7917-5000,https://www.facebook.com/BankMegaID,https://www.instagram.com/bankmegaid/,https://twitter.com/bankmegaid,-,https://www.youtube.com/channel/UCGWuAvgk0m48I1iCaDq-yVQ
PT Harta Djaya Karya Tbk,Barang Konsumen Non-Primer,https://interra.co.id/,021 27937979,-,https://www.instagram.com/interra.co/,-,https://id.linkedin.com/company/interra-interior,-
PT Menn Teknologi Indonesia Tbk.,Teknologi,www.menngroup.id,(021) 5793 9508,-,-,-,-,-
Merck Tbk,Kesehatan,www.merck.co.id,28565600,https://www.facebook.com/MerckIndonesia/,https://www.instagram.com/merckindonesia/,https://twitter.com/MerckIndonesia,https://www.linkedin.com/company/pt.-merck-tbk,-
Nusantara Infrastructure Tbk,Infrastruktur,www.nusantarainfrastructure.com,+6221 - 515 0100,-,-,-,-,-
PT Mandala Multifinance Tbk.,Keuangan,www.mandalafinance.com,021-29259955,https://www.facebook.com/mandalamultiFinance.id/?ref=br_rs,https://www.instagram.com/mandala_fin/,https://twitter.com/mandala_fin,-,-
Multifiling Mitra Indonesia Tbk,Perindustrian,www.mmi.co.id,021-8990 7636,-,-,-,-,-
PT Panca Anugrah Wisesa Tbk,Barang Konsumen Non-Primer,"www.pancaanugrahwisesa.com, www.magranliving.com",+62 21 7180349,-,-,-,-,-
PT Magna Investama Mandiri Tbk,Barang Konsumen Non-Primer,www.magnainvestamamandiri.co.id,(021) 63870041,-,-,-,-,-
PT Mahkota Group Tbk.,Barang Konsumen Primer,www.mahkotagroup.com,(061) 42009810,https://www.facebook.com/PT-Mahkota-Group-Tbk-2153811597970379/,https://www.instagram.com/mahkotagrouptbk/,https://x.com/mahkota_group,-,-
PT Multi Hanna Kreasindo Tbk,Perindustrian,www.multihanna.co.id,0218250196,-,https://www.instagram.com/multihannaofficial/,-,https://id.linkedin.com/company/multi-hanna-kreasindo,https://www.youtube.com/@multihanna_kreasindo
Multi Indocitra Tbk,Barang Konsumen Non-Primer,www.mic.co.id,(021) 2936 8888,-,-,-,-,-
Midi Utama Indonesia Tbk,Barang Konsumen Primer,www.alfamidiku.com,(021) 8082 1618,https://www.facebook.com/alfamidiku/,https://www.instagram.com/p/DLyrQGpyw-S/,https://twitter.com/alfamidi_ku,-,https://www.youtube.com/channel/UC4fbC31FGEHBbV6SERScRTg
PT Mitra Keluarga Karyasehat Tbk.,Kesehatan,http://www.mitrakeluarga.com/,(021) 4585 2700,-,-,-,-,-
PT Sanurhasta Mitra Tbk.,Barang Konsumen Non-Primer,www.sanurhasta.com,(021) 29035620,-,-,-,-,-
Mitra International Resources Tbk,Transportasi & Logistik,www.mitrarajasa.com,021 - 8671538,https://www.facebook.com,https://www.instagram.com,https://www.twitter.com,-,https://www.youtube.com
Mitra Investindo Tbk,Transportasi & Logistik,https://www.mitra-investindo.com,(021) 29079558,-,-,-,-,https://www.youtube.com/channel/UCqCD-zuxAsXzS040Ffa47TQ
PT Multikarya Asia Pasifik Raya Tbk,Energi,www.mkapr.co.id,62 21 5084 5500,-,-,-,-,-
PT Mitra Komunikasi Nusantara Tbk.,Barang Konsumen Non-Primer,www.mknt.id,021-30056255,https://www.facebook.com/,https://www.instagram.com/,https://twitter.com/,-,https://youtube.com/
Metropolitan Kentjana Tbk,Properti & Real Estat,www.pondokindahgroup.co.id,"(021) 7505757 , 021-7690308",-,-,-,-,-
PT Menthobi Karyatama Raya Tbk,Barang Konsumen Primer,https://mktr.co.id/,021 50201035,https://m.facebook.com/p/PT-Menthobi-Karyatama-Raya-Tbk-100081064625604,https://instagram.com/mktr.id?igshid=MzRlODBiNWFlZA==,-,https://www.linkedin.com/company/pt-menthobi-karyatama-raya/,https://www.youtube.com/@mktr5433
PT Multipolar Technology Tbk.,Teknologi,www.multipolar.com,(021) 55777000,-,-,-,-,-
Multi Bintang Indonesia Tbk,Barang Konsumen Primer,-,"619-01-08, 545-07-50, 545-07-42",-,-,-,-,-
Mulia Industrindo Tbk,Perindustrian,0,(021) 22513000,-,-,-,-,-
Multipolar Tbk,Barang Konsumen Primer,www.mpc.id,021 - 5468888,-,-,-,-,-
PT Multi Medika Internasional Tbk,Kesehatan,www.multimed.co.id,+62 21 2967-6078,-,-,-,-,-
PT Mega Manunggal Property Tbk.,Properti & Real Estat,mmproperty.com,021-29379058,-,-,-,-,-
Media Nusantara Citra Tbk,Barang Konsumen Non-Primer,www.mnc.co.id,021-3900885,https://www.facebook.com/MNCUpdate/,https://www.instagram.com/mncupdate/,-,-,https://www.youtube.com/channel/UCz5P7DnL1uprFk2YATHOEbg
PT Madusari Murni Indah Tbk.,Barang Baku,www.molindo.co.id,(0341) 426 681,-,-,-,-,-
PT Mora Telematika Indonesia Tbk,Infrastruktur,www.moratelindo.co.id,(021) 31998600,https://www.facebook.com/moratelindo,-,https://twitter.com/moratelindo,https://www.linkedin.com/company/moratelindo/,https://www.youtube.com/channel/UCKG4JLaIV5XQzUDcmHJ6cmw/featured
PT Mitra Pack Tbk.,Perindustrian,www.mitrapack.co.id,0216240171,http://www.facebook.com,https://instagram.com/mitrapackofficial?igshid=YmMyMTA2M2Y=,http://www.twitter.com,https://id.linkedin.com/company/pt-mitra-pack,https://www.youtube.com/@mitrapack/videos
PT Mitra Pedagang Indonesia Tbk.,Teknologi,www.mpstore.co.id,(031) 3590 1999,https://www.facebook.com/MODERNPULSA,-,-,https://www.linkedin.com/company/pt-mitra-pedagang-indonesia-tbk/mycompany/,https://www.youtube.com/watch?v=E1wah-VJAu0
PT Mitra Pinasthika Mustika Tbk.,Barang Konsumen Non-Primer,www.mpmgroup.co.id,(021) 2971 0170,https://www.facebook.com/mpmworld,https://www.instagram.com/mpmgroup,-,https://www.linkedin.com/company/mpmgroup/jobs/,https://www.youtube.com/embed/634Tn-LjsXI?autoplay=1
PT Megapower Makmur Tbk.,Infrastruktur,www.megapowermakmur.co.id,(021) 5883595,-,-,-,-,-
Matahari Putra Prima Tbk,Barang Konsumen Primer,www.mppa.co.id,021 5081 3000,-,-,-,-,-
PT Maha Properti Indonesia Tbk.,Properti & Real Estat,www.mahaproperti.co.id,+6221 2500 608,-,-,-,-,-
PT MPX Logistics International Tbk,Transportasi & Logistik,www.mpxlogistic.com,(021) 50111701,-,-,-,-,-
PT Master Print Tbk,Barang Baku,www.masterprint.co.id,0216240171,-,-,-,-,-
Mustika Ratu Tbk,Barang Konsumen Primer,https://mustika-ratu.co.id/,"021-8306754, 8306759, 8307419",https://www.facebook.com/mustikaratuIND/,https://www.instagram.com/mustikaratuind/?hl=en,-,-,https://www.youtube.com/channel/UCCaNz6uvNbxRikriIDu3R8w
Maskapai Reasuransi Indonesia Tbk,Keuangan,www.marein-re.com,579-36558,-,https://www.instagram.com/marein.re,-,https://www.linkedin.com/company/pt-maskapai-reasuransi-indonesia-tbk-/,-
PT Multisarana Intan Eduka Tbk,Properti & Real Estat,http://www.msie.co.id/,(+62) 31-8709595,-,https://www.instagram.com/msie.id/,-,-,-
PT MNC Digital Entertainment Tbk,Barang Konsumen Non-Primer,www.mncdigital.com,(021) 5307710,-,-,-,-,-
PT Multi Spunindo Jaya Tbk.,Barang Konsumen Primer,www.spunindo.com,+62 31 897 1301,https://www.facebook.com/multispunindojaya/,https://instagram.com/msj.nonwoven,-,https://www.linkedin.com/company/multispunindojaya,https://www.youtube.com/channel/UCJQ3kXswqa6u-jFqD4nL6lA
MNC Sky Vision Tbk,Barang Konsumen Non-Primer,www.mncvision.id,021-5828000,https://web.facebook.com/MNCVisionID/,https://www.instagram.com/mncvisionid/,https://twitter.com/MNCVisionID,-,https://www.youtube.com/user/INDOVISIONTV
PT Mastersystem Infotama Tbk.,Teknologi,www.mastersystem.co.id,021-39731111,https://www.facebook.com/mastersystemict/,https://www.instagram.com/mastersysteminfotama/,-,https://www.linkedin.com/in/pt-mastersystem-infotama/detail/recent-activity/,https://www.youtube.com/watch?v=aZBRZFZRcRc.html
Metrodata Electronics Tbk,Teknologi,www.metrodata.co.id,02129345888,https://www.facebook.com/insite.metrodata,https://www.instagram.com/metrodata_electronics/,-,https://www.linkedin.com/company/metrodata/,https://www.youtube.com/channel/UCNADfxfo-sMZq39ztxp32uw
PT Dayamitra Telekomunikasi Tbk,Infrastruktur,http://www.mitratel.co.id/,021 2793 3363,https://www.facebook.com/share.php?u=https://www.mitratel.co.id/2025/05/23/dorong-digitalisasi-aktivitas-kepatuhan-hukum-mitratel-adopsi-regulatory-compliance-system/,https://www.instagram.com/mitratel/,"https://twitter.com/intent/tweet?text=Dorong%20Digitalisasi%20Aktivitas%20Kepatuhan%20Hukum,%20Mitratel%20Adopsi%20Regulatory%20Compliance%20System&url=https://www.mitratel.co.id/2025/05/23/dorong-digitalisasi-aktivitas-kepatuhan-hukum-mitratel-adopsi-regulatory-compliance-system/","https://www.linkedin.com/shareArticle?mini=true&url=https://www.mitratel.co.id/2025/05/23/dorong-digitalisasi-aktivitas-kepatuhan-hukum-mitratel-adopsi-regulatory-compliance-system/&title=Dorong%20Digitalisasi%20Aktivitas%20Kepatuhan%20Hukum,%20Mitratel%20Adopsi%20Regulatory%20Compliance%20System&source=Mitratel",-
Capitalinc Investment Tbk,Energi,www.capitalinc-investment.com,021 - 2751 7000,-,-,-,-,-
Metropolitan Land Tbk,Properti & Real Estat,www.metropolitanland.com,021-28087777,-,-,-,-,-
PT Murni Sadar Tbk,Kesehatan,www.rsmurniteguh.com,(+62) 61 8050 1888,http://www.facebook.com/MurniTeguhMemorialHospital,https://www.instagram.com/murniteguhhospitals/,http://twitter.com/murniteguh_hosp,-,https://www.youtube.com/channel/UCopeNLrMp9PPCfjnGT6Ozsw/featured
PT Meta Epsi Tbk.,Infrastruktur,www.metaepsi.com,0218564955,-,-,-,-,-
PT Mitra Pemuda Tbk.,Infrastruktur,www.mitrapemuda.co.id,021-66671549,-,-,-,-,-
Metro Realty Tbk,Properti & Real Estat,www.metrorealty.co.id,344-1222,-,-,-,-,-
PT Malacca Trust Wuwungan Insurance Tbk.,Keuangan,www.mtwi.co.id,021-25989830,-,-,-,-,-
PT Mutuagung Lestari Tbk,Perindustrian,www.mutucertification.com,8740202,https://www.facebook.com/mutuinternational,-,https://twitter.com/MutuInfo,https://www.linkedin.com/company/mutuinternational,-
Samindo Resources Tbk,Energi,www.samindoresources.com,(62-21) 29037723,-,-,-,-,-
Mayora Indah Tbk,Barang Konsumen Primer,mayoraindah.co.id,02180637700,-,-,http://mayoracms.stagingdevbox.com/landing/Perusahaan-1,-,-
-,-,-,-,-,-,-,-,-
PT Asia Pacific Investama Tbk.,Barang Konsumen Non-Primer,www.apinvestama.co.id,(021) 556688 88 Ext.34021,-,-,-,-,-
PT Adiwarna Anugerah Abadi Tbk,Perindustrian,https://www.adiwarna.co.id/,29020216,-,https://www.instagram.com/ptadiwarnaanugerahabadi/,-,https://www.linkedin.com/company/pt-adiwarna-anugerah-abadi/,https://www.youtube.com/@adiwarnaanugerahabadi
PT Nanotech Indonesia Global Tbk,Barang Konsumen Primer,www.nig.co.id,(021) 7568 1294,-,-,-,-,-
PT Andalan Perkasa Abadi Tbk,Properti & Real Estat,https://www.andalanperkasaabadi.co.id/,(0361) 8499595,-,-,-,-,-
PT Wahana Inti Makmur Tbk,Barang Konsumen Primer,www.wahanaintimakmur.com,(021) 22066031,-,-,-,-,-
PT Surya Permata Andalan Tbk,Barang Konsumen Non-Primer,www.suryapermataandalan.co.id,"(0361) 738163,",-,-,-,-,-
PT Hassana Boga Sejahtera Tbk,Barang Konsumen Primer,https://www.hassana.co.id/,(021) 75681829,-,-,-,-,-
PT Trimegah Bangun Persada Tbk.,Barang Baku,www.tbpnickel.com,+62-21 5722924,https://www.facebook.com/NickelHarita/,https://www.instagram.com/harita.nickel,-,-,https://www.youtube.com/watch?v=i1h0UKf1NCg?autoplay=1
Pelayaran Nelly Dwi Putri Tbk,Transportasi & Logistik,www.nellydwiputri.co.id,021-3859649,-,-,-,-,-
PT Esta Indonesia Tbk,Barang Konsumen Primer,https://www.estaindonesia.co.id/,+62 24 658 2804,-,-,-,-,-
PT MDTV Media Technologies Tbk,Barang Konsumen Non-Primer,www.mdtelevision.com,(62-21) 5050-6100,-,-,-,-,-
PT NFC Indonesia Tbk,Teknologi,www.nfcindonesia.id,02180623767,-,-,-,-,-
PT Adhi Kartiko Pratama Tbk,Barang Baku,www.akp.co.id,02172781783,-,-,-,-,-
PT Charnic Capital Tbk.,Keuangan,www.charnic.com,0215226488,-,-,-,-,-
PT PAM Mineral Tbk,Barang Baku,www.pammineral.co.id,(021) 3521669,-,-,-,-,-
Pelat Timah Nusantara Tbk,Barang Baku,http://www.latinusa.co.id,(021) 5209883, https://www.facebook.com/latinusa.nikl,https://www.instagram.com/latinusa_nikl,-,-,-
PT Techno9 Indonesia Tbk,Teknologi,www.techno9indonesia.com,(021) 38764108,-,-,-,-,-
-,-,-,-,-,-,-,-,-
City Retail Developments Tbk,Properti & Real Estat,www.cityretaildevelopments.com,+6221-50842878,-,-,-,-,-
PT Bank OCBC NISP Tbk,Keuangan,www.ocbc.id,(021) 25533888,https://www.facebook.com/ocbcbankid,https://www.instagram.com/ocbc_indonesia/,https://x.com/ocbc_indonesia,-,https://www.youtube.com/@ocbc_Indonesia
PT Bank Nationalnobu Tbk.,Keuangan,www.nobubank.com,(021) 59990000,https://web.facebook.com/nobubank.id,https://www.instagram.com/nobubank,-,-,-
PT Nusa Palapa Gemilang Tbk,Barang Baku,www.ptnpg.com,(031)8982405,https://www.facebook.com/profile.php?id=61575515593474,https://www.instagram.com/pupuknpg/,-,-,https://youtube.com/@ptnusapalapagemilangtbk880?si=rNXXBu3ZcqaBMjTa
PT Nusa Raya Cipta Tbk.,Infrastruktur,www.nusarayacipta.com,"021-8193526, 8193582",-,-,-,-,-
PT Nusantara Sawit Sejahtera Tbk,Barang Konsumen Primer,www.nssgroup.id,(+62 21) 8354 045,-,-,-,-,-
PT Nusatama Berkah Tbk,Perindustrian,www.nusatama.com,+62-21 825 0659,-,https://www.instagram.com/nusatamaberkah/,-,https://id.linkedin.com/company/pt-nusatama-berkah-tbk,https://www.youtube.com/@NusatamaBerkah
PT Sinergi Megah Internusa Tbk,Barang Konsumen Non-Primer,www.sinergimegahtbk.com,(0274) 2924777,-,-,-,-,-
"PT Nusantara Almazia, Tbk.",Properti & Real Estat,www.nusantara-almazia.com,+62 267 432851,-,-,-,-,-
PT Maharaksa Biru Energi Tbk,Infrastruktur,www.maharaksabiru.com,(021) 50105555,-,https://www.instagram.com/maharaksabiru/,-,-,-
PT OBM Drilchem Tbk,Barang Baku,www.drilchem.com,+6221 3005-1341,-,-,-,-,-
ONIX CAPITAL Tbk,Keuangan,ocap.co.id,31901777,-,-,-,-,-
PT Indo Oil Perkasa Tbk,Barang Konsumen Primer,www.indooilperkasa.com,(0321) 367 1741,-,-,-,http://linkedin.com/in/https://www.linkedin.com/in/johan-liem-349456128,-
Ancora Indonesia Resources Tbk,Barang Baku,www.ancorair.com,+62 21-29035011,-,-,-,-,-
PT Oscar Mitra Sukses Sejahtera Tbk,Barang Konsumen Non-Primer,www.oscarliving.com,+62218514909,https://www.facebook.com/oscar.living.1,https://www.instagram.com/oscarliving_/,-,-,https://www.youtube.com/c/OscarLivingConcept_OLC
PT Jayamas Medica Industri Tbk,Kesehatan,www.onemed.co.id,+62 31 8982349,https://facebook.com/Onemed.OfficialPage,https://instagram.com/onemedofficial,https://twitter.com/onemedofficial,https://linkedin.com/company/onemedofficial,https://youtube.com/
Indonesia Prima Property Tbk,Properti & Real Estat,www.ipp.co.id,(021) 50913988,-,-,http://www.twitter.com,-,-
PT Optima Prima Metal Sinergi Tbk.,Barang Baku,https://www.opms.co.id,+62 31 7495673,-,-,-,-,-
PT Abadi Nusantara Hijau Investama Tbk,Barang Baku,www.flexypack.com,+62 21 2991 8991,https://www.facebook.com/flexypackcom/,https://www.instagram.com/flexypackcom/,https://twitter.com/flexypackcom,https://www.linkedin.com/company/flexypackcom/,-
PT Personel Alih Daya Tbk,Perindustrian,www.persada.id,(021) 78846142,https://www.facebook.com/PT.PersonelAlihDaya,https://instagram.com/persada.id,https://twitter.com/PTPERSADA,-,-
